cleaned_text,sentiment
yes manechyou stink of fishget over it ,Positive
 yes thanks i have just dropped my phone and the screen is smashed up ,Negative
  wow thanks for the referral greatly appreciated   thought you might enjoy this  ,Positive
 i do not think i can cause its my cousins birthday party ,Negative
is feeling weird today happy and sad at the same time and missing my people from italy  ilyyy lt3,Negative
 uh oh i take it someone cannot spell your name i am a katie and hate it when people put katy   x,Positive
wishing we had fast internet nownot in 8 years  ,Negative
cannot believe it is snowing in buffalo  just my luck ,Positive
i am wondering how to work this site ,Negative
 move a bit south for some sun rays ,Positive
 oh jeez by looking in the mirror i guess my reflection looks like a tall pale et ,Negative
 hello where have you been tweeting somewhere else ,Positive
ugh  no school pleaseeeee lt3,Negative
and relax i am on the train  you do not get drama like that on the bbc ,Positive
aw balls the new shirt i got at aerie today does not fit  i wear a medium but they only had a small in the one,Negative
  thinking about it  or maybe just moving within the bldg ,Positive
  okayi guess i can do that,Negative
 yeah interview do not know even when it is ,Negative
downloaded the pollock app i quite like it drew a flower lolz   ,Positive
 singing is that what you kids call it todayi am my day it was good old screwing ,Positive
arreeyy mad  o  wati am wit you coz maine bhi intro hi start kiya ,Positive
i do not want to walk home in this snow who wants to pick me up ,Negative
 oooooooo who with i am not neither but that is because i need to study  ,Negative
nite twitterville  workout in the am  ciao,Positive
i need a hug ,Negative
   3pm4pm would be best enuf time to laze around and then watch the sunset too ,Positive
ahhh loved this sunny dayi am working a good sun burn on my nose ,Positive
accidentaly overslept   had to drive this morningstare at the sun   5 page paper to start and finish in an hour oh joy,Negative
hurley tshirt and jeans  just like every other day haha,Positive
 that is nice  i admit ,Positive
misses updating her calendar bored ,Negative
all done in the salon  just had a mooch round the shops and now off home for much needed coffee hee,Positive
i must be getting old  i am getting better at buying baby showerbaby gifts  i used to panic amp ask moms for advice,Positive
 proof reading defra greener living fund bid  only a govt dept could have a grant application deadline this close to easter ,Negative
friendfeed beta does not appear to like my twitter account  ,Negative
that is the problem with missing people we miss the angel they were at a glance at their bestnot the creature that actually exists  ,Negative
 hey thanks for the tip yea i tried that one before but could not solve anything ,Negative
want   but not in the uk store ,Negative
  yeplol  i was bored edward is hunting with the guys,Positive
please tell  me why atamptn took almost 2 weeks to get my internet on very disappointed ,Negative
i am lying in bed not wanting to get up just yet lookin 4ward 2 another good day ,Positive
 i want one ,Positive
 tell people 2 folo me2 plz i am new also n love you i will do nethin plzzz i am follown both of you are friends ,Negative
oh oh oh going to go buy twilight on dvd today  i have to extend my overdraft for the 2nd time in as many weeks so i may aswell,Positive
 i am sure it would be mine as well ,Positive
listening to nathan cry ,Negative
it is his bd todaywish i was there instead of here ,Negative
tonights gyratory system show at the vibe bar will be electronic due to drummer illness ,Negative
 lmao 5 footlong you are retarded ,Positive
the cheap atp tickets sold out before i had a chance to get rich ,Negative
 how i donot understand ,Negative
 i have advertised on our blog through career sites and used agencies not sure how else i can go about it ,Negative
too happy to wash away my grin ,Positive
mums been taken to hospital they do not know what is wrong she is been vomiting since yesterday rushing back to get to the hospital ,Negative
touring harlem nobody wants to get off for pix but me denied ,Negative
 although we have lot work to do and cannot wait to start this project ,Positive
   napping at this point you may need a few of those gma is going to come early ,Negative
  it is supposed to have a lot of repeat customers because of the quality i like them because i can get anything prerolled ,Positive
 haha now that is one i do know ,Positive
going to look for curtains ,Negative
been at the computer so much today my vision is blurred ,Negative
looking for interesting people to follow  ,Positive
 lt give a listen to this weeks new episode of the syndicated fusebox radio broadcast w dj fusion amp jon judah ,Positive
 haha do not worry you will get the hang of it ,Positive
there is link about how to enjoy dark chocolate within the post  ,Positive
back at work  i am so upset my moms puppy chewed up my twilight book while i was sleeping and i just bought it last night    ,Negative
good morro i had a dream that i was banned from ggui ,Positive
 thanks for the links and news update that is really disturbing ,Negative
i am watching house and i need a hug ,Negative
eating a bagel w cream cheese while watching music videos  oh yeah and missin my wittle cuppycake,Positive
i am now a twitter girl  lt3,Positive
 ahhh what a way to start the morning  parked the car then ran like crazy to the train platform in 30 seconds flat whew i made it ,Positive
might go hiking in the big thicket in a couple weeks what monsters are supposed to be in this area chupacabra i hope not ,Negative
 no i think is slowing down now just got to be careful a bit when i stand up very annoying let me tell ya ,Positive
 its like that ya noe wtd  i hope you are grandpas ok at least he is happy from the china trip,Negative
 awesome scotch pic  thanks for that one i kept it simple with a glass of jwb when i got home,Positive
 cool  i have no tweet apps  for my razr 2,Negative
i know big love true blood and united states of tara have too long of waits between seasons ,Negative
 as sam beckett would say quotoh boyquot ,Negative
 oh but mine is ceramic so its more ex  abit less visible inside ones are very ex double the price n double the duration,Negative
 is down yo  must be retribution from twc ,Positive
 they could also tweet  ,Positive
 the same problem i cannot believe it ,Negative
fucking hell  prada saved the day ,Positive
 the pictures and video in the media break my heart  it is just devastating to think so many hurt dead and homeless ,Negative
working tweeting facebooking and enjoying a raspberry mocha latte ,Positive
hurts  but you just got to keep on goin or crawl under the duvet and hide,Negative
 thanks man that is what i thought but ps seems to lose them when the file is reopened ,Negative
up early studying ,Negative
 politically economically and now i make quotnoisequot when i move ,Positive
 the other thing is the accent in mn is very much like upper miya you betcha ,Positive
 well since i am on the subject maybe i will complain about it some more ,Positive
in makeup and hair  why does mother nature hate me my tummy hurts i am falling asleep and its rainy i am exhausted,Negative
ah twitter seems to be working again ,Positive
 your internet still down  ,Negative
 but i am not feeling well mommy ,Negative
 talk about dedicated service ,Positive
is a twitter loner ,Negative
finally awake  but in a bad moodi hate unfaithful friends,Positive
cannot sleep  and wondering why my following keeps going down    guess i got to try and be more interesting  haha,Negative
exciting suppose to be 75 degrees out tomorrow yeah  ,Positive
watching this morning and deciding what to do with myself today think i will keep searching for that elusive job ,Positive
 glad to see you have toned down your sell  still like the software ,Positive
too much internet how it plagues me ,Negative
is loving the sun  but is upset she cannot make the picnic thurs ,Negative
it is snowing really wish it would stick though ,Negative
my son has treated me to a yummy lunch today in lygon st carlton  for my birthday drove me in while on his ls  lovely surprise ,Positive
off to work nowtweet you guys at lunchbreak ,Positive
is tireddddddd want to sleep but i have an assignment to finish and an exam tomorrow to study for ,Negative
   wow lucky  that is so cool,Positive
 had to send you a hello  hope your day is great and must retweet youhugs,Positive
working from homesons allergies are killing him   drop by for a visit ,Negative
 hey no chance of adding brighton or eastbourne to the ucap tour gutted i am missing out this time round  i love you guys,Negative
ugh big migrane this morning ,Negative
listening to lokki talk ok he is a cat so it is all meows i do not understand but man the sounds he can make as he wanders the apartment  ,Positive
 aww sorry to hear  hope it gets better listening to a podcast of the debate now you spoke brilliantly,Negative
 hand is still pretty weak i cannot like punch anyone out yet or turn knobs but it does not hurt much ,Positive
  good fin morning  springtime my ass global warming suck it,Negative
ugh where tje glass was pulled out of my foot still hurts ,Negative
 you must think of alternative topics to post on twitter from facebook i am shocked at your lack of effort for a new twitterer ,Positive
power tripped at clv again internet was out from about 8pm9am this morning feels pretty bad when we get the abused for it thou ,Negative
  having fun loving life happy to be in the game everything else is a bonus not just bs either,Positive
 its a generous 14 though i think it would b huge on your lovely slim frame ,Negative
good morning i wish the weather was as good as in germany today ,Negative
 rrrrrr you so very sweet a big hi to you ,Positive
woke up about 3 hours later than i had intended the joys of staying up to watch a basketball game in the us which my team lost ,Negative
 good luck man i hope you get the jop ,Positive
getting changed in the hopes that that means we can go to the store now  poor cat is out of foodoops ,Negative
wants quotsomeonequot to come over here ,Negative
because i know the place where the sun is always shinning and i will not forget the face the one who is going to keep me smiling ,Positive
first day of three month secondment to a client today bonus points their offices are about 10 minutes walk from my house ,Positive
wonderful people at tesco mobile have sorted out my phone am infinitely happy now  hurray for tesco mobile,Positive
getting eyebrows waxed more pain ,Negative
i am still so cold and tired ,Negative
packing parcels and drinking cups otea the sun is shining what a wonderful day updating krafty blogs later  x,Positive
waiting waiting waiting for janis so i can dye her hair ,Negative
 sipping a cappuchino here  choice of the monks  i,Positive
  that photo is vegas ,Positive
weeeee just found sum sweet old music ,Positive
 whaever i will plug it into my phone and see you on the 25th ,Positive
 how come you never reply to me ,Negative
 kc blushes yes  reminded me of that quotlittle symbolquot too  but it is not visible in apps which is prob why i forgot,Positive
 we went professional in october 2008 we have just not update any of our websites or anything until yesterday ,Positive
is crying inside please oh please let it rain  so warm,Negative
working thinkin of ways to leave this place feeling like trey songz just got to make it lol i hate wall street its so gray and sad ,Negative
cannot kick a soccerball for shit but i am good at getting in the way ,Positive
madness is over back to work ,Negative
chick corea was tonightand i missed it  now she sobs,Negative
just installed a twitter client on my iphone to inform you directly from the playground ,Positive
standing in the richardson office changing a backup tape i am such a workaholic ,Positive
 everyone is gonebecause they hate me ,Negative
i have to go now make up duty for tomorrow goodnight to all ,Positive
had a test today i did not know we had a test today past with an 88 but i could have done better ,Negative
still no quotfollowersquot   please some1 inform me on how this works,Negative
 i know i suck  maybe i will have better luck next week,Negative
scrubs did cheer me up ,Positive
is stuck in history ,Negative
 other common failures to upgrade dec cu had a corrupted dlls in it and hanged just my experience ,Negative
maria is awake after feeding the baby and putting her back under the bilirubin light hi ozarks today crew  miss you guys ,Positive
it occured to me that i think my biggest problem is i do not have any kind of reliable support system  insert suicidal thoughts ,Negative
we had a visit from our lovely zone head today  nice ,Positive
yayyyyy day 1 of coachella almost over so tired ,Negative
dissertation and it is hatefull ,Negative
back from work time for my morning coffee ,Positive
 thas goodi think i might go have fun too ,Positive
 i know riight ,Positive
 have sent you an email but not sure if working as have not received anything all day     or i am just unpopular,Negative
is at work fighting a bad cold ,Negative
takes finnie to the vet later today he is lost weight and she worried ,Negative
  nothing like a dip in the ocean when it is 42 huh  ,Positive
spanish class again ,Negative
book club tonight please come i feel like a loser when no one shows ,Negative
 sure i will extend your love to kozhi ,Positive
 the new story of your life will include magic fountain with me ,Positive
 great news cannot wait to see you live in sd  ,Positive
 saw mallcop last week but nothin special to me if you know the trailer you know the movie 3 out of 10  koq rox anyway ,Positive
 let us go backpacking with him ,Positive
 i would suggest that the cure  friday i mean tug  sorry ,Negative
does anybody know how to get your electrolytes back in order with a vitamin work i feel sick ,Negative
 i see you escaped the evil step mom ,Positive
i am so slow today  i need to finish this but there is too many distractions focus focus,Negative
 that is on gh3 send it later  since you completley missed fridays lyrics ,Positive
working on setting up my ipod touch which as of today is officially mine ,Positive
i have not eat for almost a day ,Negative
 heh yeah i shakily conquered the ladder pointless job though we are too far away to receive digital signal w antenna ,Negative
 fiuhh nice to get info from you i am one of your fans from indonesia and still waiting for your movie in my country  thanx,Negative
boo another day at work  but only 3 to go then 3 days off  ,Negative
 it is good ken sorry i still do not really get this whole twitter thing and did not know you responded to me ,Negative
motown is always a good choice ,Positive
tomorrow is going to be great  although if i get eaten by a dinosaur i am blaming sophie ,Positive
 good yea had that same issue last night way overloaded cannot complain saw you smoked your camera ,Negative
 haha yes sounds like a plan  ahhhh super excited,Positive
hittin blackpool pleasure beach with besterzz  other besterz  his mate who aparently has a 10 pack whaaaat serious haha yeahhh ,Positive
i am at work wishing it was sunday night ,Negative
 cannot wait i miss yal soo much ,Negative
has a new ikea catalogue this is exciting   ,Positive
   and    test footage with my girlfriend in hd the dark one is underxposed ,Negative
getting to grips with twitter ,Positive
 that is horrible  sorryto hear that,Negative
 i was in kenya when i was 11 years old one of the best holidays of my life it was amazing my hubby is south african ,Positive
i wish i had a tour manager to sort out my travel stuff and someone to pay for it all too sucks to empty the savings  ,Negative
 i tried to tweet you about how annoying ls was when i just installed trial but it would not let me uninstalled ,Negative
 do not let the bedbugs bite   sweet dreams,Positive
 hahaha drive by takedowns ,Positive
  hehehe that was my halloween costume  we only have friday off flying to hk,Positive
it is so upsetting amis in agony and the vet cannot see her until 6pm my poor little thing ,Negative
 on ms xp i am afriad  laptop is about 3yrs old and think its just a bit messed up ,Negative
how about throwing a shoe wrapped in  at renuka chaudhary ,Positive
downloading the 22nd episode of heroes  season 3 ,Positive
 ahh yes i keep forgetting that my good taste in music is considered a disability amongst engineers  ,Positive
has the dodos conundrum feeling like i could just fly but nothing happens everytime i try cannot decided whether to go out ,Negative
 good good  and yay for not sleeping i did that once it was like 9am and i guess i just forgot to sleep p,Positive
working on my songg for aunt nan   kind of hard and crying while i write it ,Negative
 it has to be ultimate ,Positive
  just press quotrquot and it refreshes the page       much better then twitterberry and use standard its like being on a pc,Positive
 i missed the good night so i will respond with good morning ,Positive
getting ready for work ,Negative
my little baby is sick today sad face ,Negative
   mmmm girls i think mr carter leave us  lol,Negative
exiled the tweetdeck  about to enjoy some fresh fruit ,Positive
came home from work to find a small bird caught in my chain link gate it must have flown into it and broke its neck  strangled itself ,Negative
raining again  should really get new umbrella,Negative
had a great time yesterday  thanks everyone for turning up and having a laugh x,Positive
 yes he asked and i sent him already few days ago ,Positive
 i did not say it was correct just what i thought ,Positive
 that dalek is great ,Positive
 hey jon how is things working out for you now that got a tonne of publicity ,Positive
just did 5km on the tready and want to die i am not built for running ,Negative
pooooo do i have to go to work today ,Negative
just off for a walk down the seafront typically the dark clouds seem to be closing in ,Negative
no big boss today thoughyay ,Positive
 i wish i would known that there were more tickets earlier rang this arvo  one left but amy would end up sitting alone sigh  too hard,Negative
too much grape last night ,Negative
that was fun last night  too bad i got to work now need more sleep for tonights concert,Positive
i think i have got a wisp on my eye ,Negative
so i just ordered my copy of hardcore underground 3  love me love me canary in skinny jeans going balls deep,Positive
gots to go now twitters have an mri scan at 530pm  i hate mris,Negative
boored and i am only home 5 minutes ,Negative
 i hate school right now you are lucky you do not have to go ,Negative
 hilarious  i hope there are pakodas and samosas involved after a long lunch break,Positive
trying to work today kaitlyn still bleh her word ,Positive
my xbox as finally given up the fight ,Negative
got an inspiration gt dyeing my hair ,Positive
i want to go back to sleep ,Negative
  oh guys just reading your tweets is painful apparently leonard nimoy was there too ,Negative
 anytime   we are here to educate also avoid socks with seams because they hinder circulation,Positive
 i am actually halfway through the last book  i do not want it to be overrrrr they are sooo good ,Negative
 love the new song pre ordered the tee and the single  when do you announce the european tourdates ,Positive
just visited jack in the hospital and cannot believe how swollen he is poor baby ,Negative
i find my book in the food books section and not the photo section because it has some recipes  i am not happy,Negative
facebook is being a tard  i cannot get a hold of my cousin and do not want to go out alone because that is no fun ,Negative
  i have not slept boo i wish it snowed here,Negative
has a nasty chest infection have not eaten or smoked in 48 hours antibiotics had better kick in soon ,Negative
just woke up going to be drinking from 2 of the clock today prodigy tonight omgzorzroflmaomglol          ,Positive
 i promisei am so tired today i think it will be an early one for me too it is 4pm amp i am stuffed  ,Positive
 hmm   do you really enjoy being with him  if the problems are too constants you should think things more  find someone ulike,Negative
 college buddy here please tell me if you decided 2 come nc is beautiful you know ,Positive
i swear you can not get anything better than a 100 degree shower and then a good cuppa tea i am in a better mood now ,Positive
 i am dark ash blonde and most people think i am highlighting the front of my hair when it is actually grey hair ,Positive
 she is not coming down until may 4th now ,Negative
do not any of my friends want to go snowboarding lately  oh wait they are all out west now  wish i had snowboard friends in rochester ,Negative
stuck on my own at work super stressed i wish i was somewhere else ,Negative
everyone follow kade ,Positive
 breakers just offered me 50 but i have to go and take all my docs there then they will come and collect later rubbish ,Negative
i want a nap ooo i just realised i have got 2 free lines tomorrow morn amp no work loooong sleep in ,Positive
just had lunch and now its back to the grinding stone wish i could be at kknk ,Negative
 have not seen it yet we watch it on netflix once it come online so well probably see it tomorrow ,Negative
 honey what i must do for you tell me quothiquot quothelloquot  signs of smoke i will cry    ,Negative
 nope i am still in wagga bored outta my brains ,Positive
too many assignments ,Negative
i want a hair wrap someone do one for me pleaaaase ,Negative
 oh poor thing  i used ot love squeezing out the pus when i was a vet nurse kind of gross really,Negative
ordered my dsi and gta cannot wait ,Positive
ugh i wake up and ff goes to sleep  guess i should just do more revision,Negative
 i am glad she got there safe miss her already ,Negative
 i second to that ian  thank you ,Positive
 sorry i just read your note i think anna already helped you out ,Positive
giants first game tonight but i have a meeting during most of it ,Negative
really let down by gossip girlit is all i have to make my mondays good and all they give are reruns ,Negative
woke up to the sound of scraping frost off of a car windshield  work then 4 page play reviewoh today is not looking fun,Negative
  a sketch by me on paintexe ,Positive
having a day off ,Positive
 are yous having a good morning today dougie  it just became morning about twenty minutes ago here in america ,Positive
is going shopping and cannot be bothered to feel guilty about spending the money ,Positive
listening to honor society ,Positive
 i could but then there would be too much people around admiring me  can you send me the address of that cava bar pleaaase,Positive
in bed getting ready for my last night at camp hope ,Negative
 i need more songs on my itunes ,Negative
probably looking at short week too with long weekend  enjoy the nice weather,Positive
 few things i have found better for settling myself in after a long trip than wandering around london ,Positive
 i have been at school since yesterday  good morning demi lovato  i am a fan from canada  ,Positive
  is this a morning shoutout ,Positive
argh i am not feeling that well today and my new look with the social site been canceled ,Negative
 shame about the spiegeltent  look forward to its triumphant return next year as it really is an amazing venue ,Positive
 aight wearing my thick skin ,Positive
how sad i did not know andy hallet died  ,Negative
 can only really see my own updates with a only a couple of others getting thro ,Negative
 lovely a contender for matt amp nat handbags perhaps although not vegan will try put it up this week ,Positive
missed brent at praise band   no fun to not have the your lead guitarist  ltpoutgt,Negative
is not wanting to work this weeki want a vacation ,Negative
 im kod   battered and bruised  my arm  the tambourine  self conflicted pain ,Negative
 do not hold that against us  we are not all bitches like that lol ,Negative
will have a meeting in an hour to explain quotwhich version of oaw we usequot what to say none atm it is just a heap of unbundled emf tools ,Negative
 congratulations wishing you a speedy recovery and the joy of baby ironclasped grip on your pinkie finger ,Positive
   we are both famous ,Positive
feeling very happy with the giant box of chocolates that arrived this morning  easter is a wonderful but underrated holiday ,Positive
wanttss to go out ,Negative
 thank you kal you are great good luck on everything that you will do ,Positive
 textwrangler is awesome especially when i finally figured out how to increase the default font size ,Positive
still playing guitar even though my fingers hurt ,Positive
all my siblings loved my cookies i am so glad even my picky mom and my old man liked them ,Positive
new    braintalk with jordan gray you will find some kick ass graphics there   pls share if ou like,Positive
 darnell asked me to go to that cannot make it though have a good time ,Positive
facebook virtually trying to do a twitternow update your facebook status messages from your phone ,Positive
ok i have now recovered from a mental sesh on sunday never again need to start concentrating on business and start making me millions ,Positive
its as easy as breathing ,Positive
 take it easy and be good to you ,Negative
fb  alex dermanis is feeling roundcos its tuesdaybut not blueactually very happy  and perhaps  ,Positive
i need my voice back ,Negative
is at work thinking how much graveyard shift sucks ,Negative
cannot sleep once again i need to cuddle ,Negative
one hour and counting  i am so tired ,Negative
 nothin much got a cold  i love you more,Negative
   ooo i remember this one picnic on the top of sennen with your burnt sausages ,Positive
my cat micas is really a dog trapped inside a cats body ,Positive
girlfriend having surgery tomorrow let us hope this does get rid of the goddamned abscess ,Negative
 i want to make my video it costs 3 hundred something dollars to get my laptop fixed ,Negative
it is so cold outside and it is rainy  plus my nose will not breathe aapchxi,Negative
my mighty mouseis no longer so mighty its getting strange  ohapple  whyyyy,Negative
taking the big 4 year old to preschool with enough donuts to make the teachers crazy ,Positive
  has great hosting i do not know about domain but you should check them out ,Positive
preparing a new batch of designs for girls tshirts months working hard and at last everything summarizes into 3 images at the web ,Positive
do not forget to watch  at  at 1 pm hawaii time later on mainland tomorrow i will be there ,Positive
 our dvr was acting up and lost all of our programming  house was just ending by the time we realized ,Negative
 very true i remember the old degrassi back in the day too i think adults young at heart can relate to a point as well ,Positive
 morning  i am really upset  my rabbit ran away last night  and the postman woke me up early  reply ilu x,Positive
ooooooooooooh my headddd  uncle johnny i never should have agreed to work the town election for you when i got that drunk last nightow,Negative
loves having a lot of work that needs doing this should keep me occupied for the next 2 days  ,Positive
 wow it is officially napping now good luck ,Positive
 sorry to hear about your dnf run tonight always a risk to get bad coords on an ftf ,Negative
  well it will come back around next year by the way my cat has fallen off the bed not once not twice but three times,Negative
 follow me i cannot dm you so now i cannot win ,Negative
hhh it is times like that when you want things to stay right  then someone comes and wrecks it,Negative
again with the fucked sleep i have decided to go do homework instead ,Negative
listening to bjorks all is full of love crying ,Negative
 i used to be able to do that at uni i would just renew them instead of walking 2 mins to hand them in ,Positive
it is 840am i have been awake for nearly 2 hours ,Negative
 we can all have a fun ladies night anyone can join ,Positive
 thank you am at home pretty much everywhere provided i have broadband kiddin ,Positive
 lol he is new and he is a prankster  trying to name a character i am trying to create,Positive
  cannot imagine only 9 minutes a day on twitter  guess we are not average eitherwe are like you  ,Positive
 oh and that one but the one before the talk ended inside the room you know delegates asking questions at mic  when me cing you,Positive
 but but i like my   oo graphic  ,Negative
 gmorning sweetie  well unc completely dismantled msu last night huh,Positive
 cool apart from  on  show i have not seen anything twitter related on tv  i am sure it will be great ,Positive
summer cannot come fast enough unfortunately i do not think i have ever had more obstacles separate me from warm weather and relaxation ,Negative
hears it is april but still sees february when he looks outside also woke up with pvcs lovely    ,Negative
just watched digital spy awards diana vickers could have won one ,Negative
 aw what did the poor donkeys ever to do to you ,Negative
 when has that ever stopped you ,Positive
 school ugh me too ,Negative
 you could use twitter to give us more info about mechscape o0 please ,Positive
fat days are the worst  if men only knew what 5lbs can do to us,Negative
  to answer both of you i studied for four hours before the exam and i am pretty sure i still fucked it ,Negative
is catching up on his tv shows while getting ready to work this whole weekend ,Negative
 really that is so strange  well i will let you know after looking around what i hear which one is best ,Positive
photography exam tomorrow 2 people in my class me inclusive why the fuck study haha all i can come is first of second  ha,Positive
still kind of miffed that my team got stuff i did not ,Negative
 it is like one blurry cloud and every cloud is apart from density at the same spot useless erik have a 2nd look ,Positive
up since 300 going to be a looooong day ,Negative
had a moment with run fatboy run ,Negative
i no its lyk freezing in stl iz lyk snowin n shit  ltjnbgt,Negative
i am so tired have to get up and go in to school during holidays for the 3rd time  xxx,Negative
 so sorry about your dog ,Negative
 nice weather mum reported there was not a single cloud in the sky at 10am i am arriving at lindvallen on thursday afternoon ,Positive
 they banned me so i cannot help you myself hopefully others will ,Positive
it is only tuesday ,Negative
  hopefully it will be,Negative
 every time i see your twitvim tweets i feel the need to use twitel ,Positive
having a working from home day  got one of those lingering cold bugs that will not leave me alone ,Negative
back to work and have to work a little later than normal ,Negative
my headache is not going away  and i want pancaakkesss,Negative
 hi there cel  how are you doing today,Positive
oh yay dinners ready now  haha,Positive
just finished painting the tree for my mural  i cannot wait until its done,Positive
had a good night last nightcannot wait til wednesday ,Positive
on my 1st cup of coffee good to be alive ,Positive
woke up cold  but smiling today is going to be a grand day,Negative
 lol my throwing range does not extend to 1000 miles ,Negative
 was driving in old madras road on my bike there is no concept called parking on the side ,Positive
 i will look into that cho i personally like strawberry but i am going to become coach soon ,Positive
 awesome cannot wait to see it ,Positive
listening to queen cheaa ,Positive
actually i had 503   maybe i should put my web cam on,Negative
 lol touch  but what about us plain ones,Positive
why am i up so early  i am bored and have had that trantula song stuck in my head for the past hour    ,Negative
 it takes time to remember i spent a lot of time using the trash can  looking forward to thurs ,Positive
 link to sm paying off returned article not found ,Negative
 wow that is not right at all ,Negative
is horrifyingly tired but at least it feels good to be home ,Positive
 roomie was home all day all he had to do was scratch at the door comforter has to goto large laundromat machines ,Negative
 it is quottweetquot ,Positive
 i know the feeling man just lay low for a while some people are just like that  ,Negative
we have been good i am not liking the snow right now was getting used to the nice springlike weather  how about you,Negative
 i follow your blog you have not posted anything there in weeks ,Negative
chris and i have been up for over an hour and a half while the rest of the family sleeps yay pacific time ,Negative
 lol that video is hilarious ,Positive
changed font from 11p to 12p gt 118 pages  yea quantity is there now few more days left to care about quality,Positive
welp bedtime for me guys night ,Positive
the family guy can be so inappropriately hilarious  ,Positive
 did not learn anything that is going to affect my daytoday geekery but did learn firefox has over 5 million lines of code ,Positive
today is not my day  i have spilled my water twice  dropping the water bottle once  it is not broken yet but i am expecting it  ,Negative
  kind of the standard  we are still investigating ibm jazz concerto ,Positive
 not really  halls et al sausages are rank  ,Positive
our sweet little man just fell asleep while waiting up for daddy and big brother to get home  poor baby he missed them so much today,Negative
you would never think that three 15 year olds who have soooo much fun with a giant mr potato head   quot lt3,Positive
i am in the mood for some chocolate i want miniature reeses cups now ,Negative
trust is hard ,Negative
i am going to try and walk all the way to work 52 miles at least once a week i think i am 18 stone ,Negative
it is a sunny day today this spells sweat hell if i go out for tennis overweight and out of shape and i am about to run around an hour ,Positive
 we watch more dvds than tv for that reason most of the time i am just listening to tv anyway while on the computer ,Positive
  i wonder how you get all the funding for your travels ,Positive
so the weather officially got worse it is now snowing here ,Negative
i just finished feeding kayden his breakfast so now we are relaxing and watching shrek  ,Positive
off to work  i will be back to play by the time most of you will be gone to bed ,Negative
hatesss side effects  at least i am better today lt3,Negative
 haha it was alright we ended up paying about 900 and yes i am coming to school tmoro  oh oli pood tday ,Positive
 go to sleep i hope you pee on yourself in the middle of the night  i would hate to have to beat you on the golf course tomorrow ,Positive
finished my bookonto  now ,Positive
 he wants you to follow who he follows on twitter some very nice organizations ,Positive
no new tom music ,Negative
omg the hills then i love money2 aww i think becky buckwild goes ,Negative
lookin  bet right now she is like kryptonite  she stops  me dead on my feet love my melly ,Positive
omg serious why not it was shit i am getting thursday off though  wat do you want to do i got a reply   yeow,Positive
ugh second night in a row that i sleep for only three or four hours this hurts ,Negative
this nights to do list clean make wishlist and sing to my musics ,Positive
 i almost feel bad for my next post almost ,Positive
is thinking big v twin ,Positive
3 just kidding i will not spam you all anymore ,Positive
 if someone left a phone at my work i would not go through it but its sad you cannot hope for the same in everyone hey ,Negative
 i hope the rupee symbol will not look like the quotrquot they use in reliance ,Positive
the man behind me on the train smells so much of booze it is giving me a headache ,Negative
is a cracking sunny morning in belfast it ,Positive
i am working and i am mad about it ,Negative
got a great email aa issued a voucher for the difference for my plane tickets to italy 700 that is paying for my trip to blogworld ,Positive
dreamt about vinyl and record players last night this is a huge improvement to the night before ,Positive
 a good 3 cups in the morning espcially since i work for a radio station here in la thanks to coffee it keeps me awake ,Positive
 hope your knee feels better quickly though after having been on it all night ,Negative
 thanks for the plug  it is the service i created  glad you like it though,Positive
good day tweeps have a great day ,Positive
how is it 1pm already not enough done ,Negative
 great  enjoying spring break week with my kiddos and also trying to get some work done  what is next on your race agenda ,Positive
anybody in atlanta hiring if you are looking for it pro in networking please let me know ,Positive
sick as an mfin dog hate my immune system ,Negative
the change in weather is affecting connor too he is snuffly today poor thing ,Negative
mommom says quotam i still in ncquot  it was 40something this morning when she woke up ahhh ,Positive
 woooo go tom get breaking dawn while your at it  xx,Positive
ummm so i have to wait until 6am for the video ,Negative
 just wanted to say a big thank you for being such a great airline as a travel writer things like this mean a lot ,Positive
danni is sleeping this is her sis brittbut she will be on tomorrow maybe ,Positive
amazing night in dallas with my advanced tv production class  happy birhtday sam,Positive
going to help my parents pack up for their big move ,Negative
  good evening sirhow is the travellin man lol ,Positive
 not only is a reply to that email imminent but also shock that second review that was due yesterday housebound is bad ,Negative
 nodnod   it really boggles my  mind as rydra says most folks this is designed to catch are not going to be caught,Negative
dear pandora  my blackberry storm wants you but cannot have youyet ,Negative
i hate being sick  damn cold,Negative
 can i have yours  clouds have come in i fear i may be too late to enjoy the weather,Positive
hollis death scene will hurt me severely to watch on film  wry is directors cut not out now,Negative
if ever there was a day for staying in bed today is it ,Negative
ps just broke my fucking phone ,Negative
i am feeling under appreciated and taken advantage of ,Negative
 are you a superpupermegaovermodel sorry i do not know precisely  but thank you for adding me here and on myspace p,Negative
  i cannot go to the networking event tonight i am interviewing a girl at 6 ,Negative
 yes its really awsome ,Positive
wants a g1 or a prada 2  contract,Negative
is having my surgery check up then is heading to sc so all of joshs family can meet miss maggie ,Positive
 well that is always a bonus is not it ,Positive
 granular synth tutorial  cute  oh and very informative too,Positive
 i hope you feel better soon  being ill is no fun at all,Negative
jap girls  they are leaving ,Negative
 no ones sent me a kiss yet ,Negative
i am glad you had a good time  i wntd to do something nice for you and we did what r you up to,Positive
 do you like lollipops because i think i will get you a giant lollipop at sway sway tour ,Positive
 gone and it came back ,Positive
listening to eminems new song we made you ,Positive
another bright sunny day  island must have driftered south over the last few days  oh well time to eat then off to work,Positive
